item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword,scrape_timestamp
7305710834,Zara,Dresses,Top halter satinado Zara,XS / 34 / 6,Nuevo con etiquetas,Women,11.0,EUR,2025-10-13T12:19:22,https://www.vinted.es/items/7305710834-top-halter-satinado-zara,219103979,True,,,2025-10-13T23:45:08.756681
7308082270,Zara,Dresses,Vestido largo,S / 36 / 8,Nuevo sin etiquetas,Women,6.0,EUR,2025-10-13T17:53:24,https://www.vinted.es/items/7308082270-vestido-largo,273929968,True,,,2025-10-13T23:45:08.756681
7306333109,Zara,Dresses,Vestido Zara,M / 38 / 10,Nuevo con etiquetas,Women,20.0,EUR,2025-10-13T13:27:52,https://www.vinted.es/items/7306333109-vestido-zara,27172185,True,,,2025-10-13T23:45:08.756681
7306995011,Zara,Dresses,Vestido negro zara sin estrenar,S / 36 / 8,Nuevo con etiquetas,Women,5.0,EUR,2025-10-13T14:48:54,https://www.vinted.es/items/7306995011-vestido-negro-zara-sin-estrenar,95383504,True,,,2025-10-13T23:45:08.756681
7303493127,Zara,Dresses,Vestido asimétrico Zara,S / 36 / 8,Muy bueno,Women,11.0,EUR,2025-10-13T08:24:09,https://www.vinted.es/items/7303493127-vestido-asimetrico-zara,206901063,True,,,2025-10-13T23:45:08.756681
7303770414,Zara,Dresses,Vestido blanco zara,S / 36 / 8,Bueno,Women,4.0,EUR,2025-10-13T08:53:54,https://www.vinted.es/items/7303770414-vestido-blanco-zara,154664950,True,,,2025-10-13T23:45:08.756681
7307931576,Zara,Dresses,Vestido Zara,S / 36 / 8,Nuevo con etiquetas,Women,20.0,EUR,2025-10-13T17:07:39,https://www.vinted.es/items/7307931576-vestido-zara,22947331,True,,,2025-10-13T23:45:08.756681
7293386317,Zara,Dresses,"Vestido corto, negro de seda Zara",S / 36 / 8,Muy bueno,Women,4.0,EUR,2025-10-12T06:58:28,https://www.vinted.es/items/7293386317-vestido-corto-negro-de-seda-zara,40618226,True,,,2025-10-13T23:45:08.756681
7302890233,Zara,Dresses,vestido verde de zara,XS / 34 / 6,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-13T07:16:44,https://www.vinted.es/items/7302890233-vestido-verde-de-zara,183844770,True,,,2025-10-13T23:45:08.756681
7306797015,Zara,Dresses,Vestido Hombros asimétricos Zara,S / 36 / 8,Muy bueno,Women,4.0,EUR,2025-10-13T14:24:47,https://www.vinted.es/items/7306797015-vestido-hombros-asimetricos-zara,125278692,True,,,2025-10-13T23:45:08.756681
7305855144,Zara,Dresses,Vestido verde encerado,S / 36 / 8,Nuevo con etiquetas,Women,10.0,EUR,2025-10-13T12:34:35,https://www.vinted.es/items/7305855144-vestido-verde-encerado,166406592,True,,,2025-10-13T23:45:08.756681
