item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword,scrape_timestamp
7269070396,Zara,Dresses,Vestido negro de Zara,XS / 34 / 6,Muy bueno,Women,5.5,EUR,2025-10-08T16:17:39,https://www.vinted.es/items/7269070396-vestido-negro-de-zara,267801420,True,,,2025-10-09T01:33:30.685884
7268924112,Zara,Dresses,Vestido mini Zara,L / 40 / 12,Muy bueno,Women,5.0,EUR,2025-10-08T15:54:07,https://www.vinted.es/items/7268924112-vestido-mini-zara,162578430,True,,,2025-10-09T01:33:30.685884
7268216887,Zara,Dresses,Vestido largo espalda descubierta de Zara,S / 36 / 8,Bueno,Women,5.0,EUR,2025-10-08T14:17:39,https://www.vinted.es/items/7268216887-vestido-largo-espalda-descubierta-de-zara,194744873,True,,,2025-10-09T01:33:30.685884
7263555968,Zara,Dresses,Vestido lentejuelas Zara,S / 36 / 8,Nuevo sin etiquetas,Women,15.0,EUR,2025-10-08T05:17:34,https://www.vinted.es/items/7263555968-vestido-lentejuelas-zara,280269006,True,,,2025-10-09T01:33:30.685884
7267633957,Zara,Dresses,Vestido mesh blanco Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T13:02:47,https://www.vinted.es/items/7267633957-vestido-mesh-blanco-zara,35141305,True,,,2025-10-09T01:33:30.685884
7264818202,Zara,Dresses,Vestido estampado animal print,S / 36 / 8,Nuevo sin etiquetas,Women,4.5,EUR,2025-10-08T07:51:16,https://www.vinted.es/items/7264818202-vestido-estampado-animal-print,77504466,True,,,2025-10-09T01:33:30.685884
7269428718,Zara,Dresses,Vestido mini de Zara negro,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T17:45:03,https://www.vinted.es/items/7269428718-vestido-mini-de-zara-negro,295495271,True,,,2025-10-09T01:33:30.685884
7268707694,Zara,Dresses,Vestido blanco Zara,S / 36 / 8,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-08T15:23:02,https://www.vinted.es/items/7268707694-vestido-blanco-zara,155096939,True,,,2025-10-09T01:33:30.685884
7268358566,Zara,Dresses,Vestido Zara M,M / 38 / 10,Muy bueno,Women,10.0,EUR,2025-10-08T14:36:30,https://www.vinted.es/items/7268358566-vestido-zara-m,119755803,True,,,2025-10-09T01:33:30.685884
7269379648,Zara,Dresses,Vestido marrón zara,XS / 34 / 6,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T17:27:46,https://www.vinted.es/items/7269379648-vestido-marron-zara,54201711,True,,,2025-10-09T01:33:30.685884
