item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword,scrape_timestamp
7277328269,Zara,Dresses,Vestido Zara,S / 36 / 8,Nuevo con etiquetas,Women,5.0,EUR,2025-10-10T04:50:20,https://www.vinted.es/items/7277328269-vestido-zara,139756674,True,,,2025-10-11T18:09:09.710684
7289416868,Zara,Dresses,Vestido corto,M / 38 / 10,Nuevo sin etiquetas,Women,1.2,EUR,2025-10-11T13:57:29,https://www.vinted.es/items/7289416868-vestido-corto,121684794,True,,,2025-10-11T18:09:09.710684
7277928419,Zara,Dresses,Vestido corto Zara,M / 38 / 10,Muy bueno,Women,8.0,EUR,2025-10-10T06:10:34,https://www.vinted.es/items/7277928419-vestido-corto-zara,55459660,True,,,2025-10-11T18:09:09.710684
7280752108,Zara,Dresses,Vestido blanco - Talla XS,XS / 34 / 6,Muy bueno,Women,5.0,EUR,2025-10-10T12:02:46,https://www.vinted.es/items/7280752108-vestido-blanco-talla-xs,63330796,True,,,2025-10-11T18:09:09.710684
7287866165,Zara,Dresses,Vestido Zara Dress negro L,L / 40 / 12,Bueno,Women,3.0,EUR,2025-10-11T11:09:30,https://www.vinted.es/items/7287866165-vestido-zara-dress-negro-l,296001102,True,,,2025-10-11T18:09:09.710684
7289918459,Zara,Dresses,Ropa barata,M / 38 / 10,Nuevo con etiquetas,Women,1.0,EUR,2025-10-11T15:14:13,https://www.vinted.es/items/7289918459-ropa-barata,61892147,True,,,2025-10-11T18:09:09.710684
7283830106,Zara,Dresses,Vestido blanco Zara,M / 38 / 10,Nuevo sin etiquetas,Women,8.0,EUR,2025-10-11T04:36:58,https://www.vinted.es/items/7283830106-vestido-blanco-zara,234071730,True,,,2025-10-11T18:09:09.710684
7284019174,Zara,Dresses,Vestido,L / 40 / 12,Bueno,Women,3.0,EUR,2025-10-11T04:59:57,https://www.vinted.es/items/7284019174-vestido,40779450,True,,,2025-10-11T18:09:09.710684
7277723589,Zara,Dresses,Vestido largo elegante satinado,M / 38 / 10,Nuevo sin etiquetas,Women,13.0,EUR,2025-10-10T05:43:38,https://www.vinted.es/items/7277723589-vestido-largo-elegante-satinado,276867226,True,,,2025-10-11T18:09:09.710684
7285313731,Zara,Dresses,Vestido Zara Burdeos,S / 36 / 8,Nuevo sin etiquetas,Women,16.0,EUR,2025-10-11T07:13:29,https://www.vinted.es/items/7285313731-vestido-zara-burdeos,29837592,True,,,2025-10-11T18:09:09.710684
7282348448,Zara,Dresses,Vestido,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-10T16:00:16,https://www.vinted.es/items/7282348448-vestido,233426431,True,,,2025-10-11T18:09:09.710684
7279457782,Zara,Dresses,Vestido mini manga larga Zara,XS / 34 / 6,Muy bueno,Women,6.0,EUR,2025-10-10T09:25:12,https://www.vinted.es/items/7279457782-vestido-mini-manga-larga-zara,32323600,True,,,2025-10-11T18:09:09.710684
