item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword,scrape_timestamp
7293117032,Zara,Dresses,Precioso vestido vaquero de Zara talla 38,M / 38 / 10,Muy bueno,Women,7.99,EUR,2025-10-12T06:37:10,https://www.vinted.es/items/7293117032-precioso-vestido-vaquero-de-zara-talla-38,280469427,True,,,2025-10-13T07:58:07.382339
7296706545,Zara,Dresses,Vestido corto Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-12T11:00:32,https://www.vinted.es/items/7296706545-vestido-corto-zara,258948617,True,,,2025-10-13T07:58:07.382339
7301977537,Zara,Dresses,Vestido Zara botones rojo XXS,XXS / 32 / 4,Muy bueno,Women,5.0,EUR,2025-10-13T05:29:43,https://www.vinted.es/items/7301977537-vestido-zara-botones-rojo-xxs,43300440,True,,,2025-10-13T07:58:07.382339
7298920658,Zara,Dresses,Vestido Zara,XS / 34 / 6,Muy bueno,Women,5.0,EUR,2025-10-12T13:50:22,https://www.vinted.es/items/7298920658-vestido-zara,106431178,True,,,2025-10-13T07:58:07.382339
7293386317,Zara,Dresses,"Vestido corto, negro de seda Zara",S / 36 / 8,Muy bueno,Women,4.0,EUR,2025-10-12T06:58:28,https://www.vinted.es/items/7293386317-vestido-corto-negro-de-seda-zara,40618226,True,,,2025-10-13T07:58:07.382339
7295339597,Zara,Dresses,Vestido pantalon lunares,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-12T09:25:39,https://www.vinted.es/items/7295339597-vestido-pantalon-lunares,29850820,True,,,2025-10-13T07:58:07.382339
7301346883,Zara,Dresses,vestido zara,XS / 34 / 6,Nuevo sin etiquetas,Women,15.0,EUR,2025-10-13T03:59:44,https://www.vinted.es/items/7301346883-vestido-zara,99470068,True,,,2025-10-13T07:58:07.382339
7302487670,Zara,Dresses,Vestido Zara nuevo,S / 36 / 8,Nuevo con etiquetas,Women,15.0,EUR,2025-10-13T06:30:09,https://www.vinted.es/items/7302487670-vestido-zara-nuevo,287829366,True,,,2025-10-13T07:58:07.382339
7296582642,Zara,Dresses,Vestido largo azul evento de Zara,S / 36 / 8,Muy bueno,Women,14.0,EUR,2025-10-12T10:52:03,https://www.vinted.es/items/7296582642-vestido-largo-azul-evento-de-zara,40471826,True,,,2025-10-13T07:58:07.382339
7293663795,Zara,Dresses,Vestido estampado animal,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-12T07:20:28,https://www.vinted.es/items/7293663795-vestido-estampado-animal,114635266,True,,,2025-10-13T07:58:07.382339
7302280928,Zara,Dresses,Vestido Zara XS,XS / 34 / 6,Bueno,Women,5.0,EUR,2025-10-13T06:05:38,https://www.vinted.es/items/7302280928-vestido-zara-xs,43300440,True,,,2025-10-13T07:58:07.382339
7298049123,Zara,Dresses,Vestido denim Zara,M / 38 / 10,Muy bueno,Women,14.0,EUR,2025-10-12T12:34:48,https://www.vinted.es/items/7298049123-vestido-denim-zara,22060918,True,,,2025-10-13T07:58:07.382339
7302342217,Zara,Dresses,Vestido fiesta Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-13T06:13:00,https://www.vinted.es/items/7302342217-vestido-fiesta-zara,290623326,True,,,2025-10-13T07:58:07.382339
7302006973,Zara,Dresses,Vestido formal,S / 36 / 8,Nuevo sin etiquetas,Women,10.0,EUR,2025-10-13T05:33:16,https://www.vinted.es/items/7302006973-vestido-formal,76980745,True,,,2025-10-13T07:58:07.382339
7296818913,Zara,Dresses,Vestido de otoño,M / 38 / 10,Muy bueno,Women,3.2,EUR,2025-10-12T11:08:14,https://www.vinted.es/items/7296818913-vestido-de-otono,249359676,True,,,2025-10-13T07:58:07.382339
7293344493,Zara,Dresses,Vestido de terciopelo de Zara,M / 38 / 10,Muy bueno,Women,15.0,EUR,2025-10-12T06:55:09,https://www.vinted.es/items/7293344493-vestido-de-terciopelo-de-zara,22752165,True,,,2025-10-13T07:58:07.382339
7300507522,Zara,Dresses,Vestido terciopelo,M / 38 / 10,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-12T17:18:19,https://www.vinted.es/items/7300507522-vestido-terciopelo,254979629,True,,,2025-10-13T07:58:07.382339
7301613195,Zara,Dresses,Vestido terciopelo Zara,S / 36 / 8,Muy bueno,Women,3.0,EUR,2025-10-13T04:42:33,https://www.vinted.es/items/7301613195-vestido-terciopelo-zara,86573264,True,,,2025-10-13T07:58:07.382339
7286156591,Zara,Dresses,Vestido Satinado Zara,XS / 34 / 6,Bueno,Women,7.0,EUR,2025-10-11T08:34:46,https://www.vinted.es/items/7286156591-vestido-satinado-zara,241227860,True,,,2025-10-13T07:58:07.382339
7301211856,Zara,Dresses,Vestido chocolate Zara,XS / 34 / 6,Nuevo con etiquetas,Women,12.0,EUR,2025-10-13T03:32:30,https://www.vinted.es/items/7301211856-vestido-chocolate-zara,31537487,True,,,2025-10-13T07:58:07.382339
7298935491,Zara,Dresses,Vestido tirantes lencero,S / 36 / 8,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-12T13:51:52,https://www.vinted.es/items/7298935491-vestido-tirantes-lencero,148120412,True,,,2025-10-13T07:58:07.382339
